,furnishing,bathrooms,facing,security_numeric,price_numeric,built_up_area_numeric_in_sq_ft,balcony_numeric,floor_number,total_floors,age_numeric,AC,Bed,CCTV,Cupboard,Fridge,Geyser,Intercom,Microwave,Not Found,Sofa,Stove,TV,Washing Machine,+10,+2,+5,+7,Garden,Gas Pipeline,Gated Community,Gym,Intercom,Kids Area,Lift,Not Found,Parking,Pet Allowed,Pool,Power Backup,Sports Facility,Water Supply
745,Fully Furnished,2,North-East,260000.0,86000,860,1,8,19,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
746,Unfurnished,2,North-West,200000.0,65000,785,0,5,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
747,Unfurnished,2,North-East,300000.0,115000,1652,1,16,22,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
748,Unfurnished,2,North-East,300000.0,95000,1239,1,16,22,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
749,Fully Furnished,2,North-East,250000.0,82000,930,0,13,22,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
750,Fully Furnished,2,North-East,250000.0,82032,930,0,13,22,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
751,Fully Furnished,2,North-East,250000.0,82012,930,0,15,22,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
752,Unfurnished,2,North,200000.0,63000,950,0,11,18,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
753,Unfurnished,2,East,130000.0,47000,800,0,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
754,Unfurnished,2,East,200000.0,80000,650,0,12,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
755,Semi Furnished,2,East,130000.0,45500,700,0,4,6,5,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
756,Semi Furnished,2,East,150000.0,50000,750,0,5,6,9,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
757,Fully Furnished,2,East,120000.0,43000,612,0,6,12,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
758,Semi Furnished,1,North-East,140000.0,45039,670,0,9,18,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
759,Fully Furnished,2,North,250000.0,75000,1080,0,6,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
760,Semi Furnished,1,East,150000.0,48000,500,0,6,16,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
761,Semi Furnished,3,West,500000.0,95000,1439,0,21,23,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
762,Fully Furnished,2,East,100000.0,36500,650,0,2,4,14,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
763,Unfurnished,1,East,130000.0,45000,480,0,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
764,Fully Furnished,2,West,500000.0,140000,1200,1,11,29,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
765,Fully Furnished,2,South-West,400000.0,125000,900,0,7,10,10,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
766,Fully Furnished,2,North-East,100000.0,45000,750,0,3,3,12,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
767,Semi Furnished,2,West,300000.0,110000,900,0,22,35,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
768,Unfurnished,2,West,200000.0,65000,800,0,5,12,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1
769,Unfurnished,3,East,300000.0,90000,1250,0,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,Semi Furnished,2,East,150000.0,42000,550,0,10,14,8,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
771,Semi Furnished,2,North-East,530000.0,175000,900,0,4,5,20,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
773,Unfurnished,2,East,200000.0,73000,780,0,15,22,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
775,Semi Furnished,2,North-East,200000.0,65000,820,0,6,20,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
776,Fully Furnished,2,West,560000.0,140000,715,0,1,32,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
777,Fully Furnished,4,West,650000.0,175000,1550,1,12,22,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
778,Unfurnished,2,West,200000.0,65000,800,0,12,22,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
779,Semi Furnished,2,West,250000.0,72000,800,0,7,12,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
780,Unfurnished,2,East,200000.0,75000,900,1,5,8,6,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
781,Unfurnished,3,West,200000.0,90000,1000,0,1,22,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
782,Fully Furnished,1,East,100000.0,38000,643,0,4,7,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
783,Fully Furnished,1,East,100000.0,43000,643,0,4,7,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,Fully Furnished,1,East,100000.0,36000,643,0,4,7,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
785,Fully Furnished,1,East,100000.0,48000,643,0,4,7,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
786,Fully Furnished,1,East,100000.0,41000,643,0,4,7,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
787,Unfurnished,2,East,100000.0,48000,952,0,4,7,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
788,Fully Furnished,2,West,200000.0,55000,900,0,2,5,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
789,Semi Furnished,2,North,100000.0,32000,610,0,2,3,8,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
790,Fully Furnished,2,East,200000.0,61000,950,0,1,4,13,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
791,Semi Furnished,2,East,150000.0,49800,1050,0,2,4,8,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
792,Fully Furnished,2,East,150000.0,62000,900,0,2,4,11,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
793,Fully Furnished,3,West,300000.0,96000,1250,0,6,15,20,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
794,Semi Furnished,2,North,300000.0,85000,1100,0,11,14,15,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
795,Fully Furnished,2,East,250000.0,85000,1100,0,14,18,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
796,Fully Furnished,2,East,200000.0,65000,1020,0,8,14,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
797,Fully Furnished,2,East,150000.0,49000,820,0,4,15,6,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
798,Semi Furnished,2,East,100000.0,35000,650,0,1,4,8,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
799,Fully Furnished,3,West,400000.0,130000,1500,1,4,9,25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
800,Fully Furnished,5,West,1500000.0,450000,4000,1,19,33,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
801,Fully Furnished,2,West,600000.0,150000,1370,1,12,20,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
802,Semi Furnished,1,East,100000.0,40000,643,0,4,7,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
803,Fully Furnished,2,East,200000.0,95000,645,0,12,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
804,Fully Furnished,1,North,200000.0,65000,550,1,2,10,15,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1
805,Fully Furnished,2,East,400000.0,120000,714,0,11,15,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
806,Unfurnished,2,East,300000.0,80000,900,0,15,16,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,Fully Furnished,2,East,350000.0,110000,805,0,12,16,8,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1
808,Fully Furnished,2,East,300000.0,82000,802,1,33,37,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1
809,Fully Furnished,3,East,800000.0,175000,1500,0,14,29,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
810,Fully Furnished,2,East,300000.0,90000,700,0,3,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,Fully Furnished,2,East,300000.0,85000,665,0,12,16,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
812,Semi Furnished,3,East,400000.0,135000,805,0,12,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1
813,Semi Furnished,2,West,350000.0,100000,800,1,10,20,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
814,Fully Furnished,2,East,100000.0,39000,623,0,3,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
815,Fully Furnished,2,East,150000.0,60000,623,0,3,16,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,Semi Furnished,2,East,100000.0,36000,623,0,3,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
817,Fully Furnished,2,East,100000.0,42000,623,0,3,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818,Fully Furnished,2,East,100000.0,44000,623,0,3,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
819,Fully Furnished,2,East,100000.0,50000,623,0,3,7,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
820,Fully Furnished,1,East,120000.0,40000,630,0,8,14,14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1
821,Fully Furnished,2,East,150000.0,65000,900,0,1,7,14,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1
822,Fully Furnished,3,West,400000.0,115000,1150,1,11,13,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
823,Fully Furnished,4,East,600000.0,250000,1650,1,26,29,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
824,Fully Furnished,4,East,400000.0,150000,1830,0,16,22,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
825,Semi Furnished,3,East,300000.0,110000,1250,0,5,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
826,Fully Furnished,4,East,500000.0,140000,1830,0,17,22,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
827,Semi Furnished,2,North-East,300000.0,95000,1200,0,3,28,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
828,Fully Furnished,2,East,300000.0,90000,794,0,5,22,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
829,Fully Furnished,3,East,300000.0,105000,1133,0,12,18,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
830,Unfurnished,2,North-East,200000.0,72000,750,0,14,22,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
831,Fully Furnished,1,East,130000.0,40000,550,0,4,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,Fully Furnished,2,East,300000.0,95000,900,0,12,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
833,Unfurnished,2,East,200000.0,60000,920,1,4,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
834,Unfurnished,1,East,150000.0,50000,475,0,14,18,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
835,Fully Furnished,2,East,200000.0,65000,1120,1,9,12,12,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
836,Semi Furnished,2,East,150000.0,50000,650,0,11,12,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1
837,Unfurnished,2,East,150000.0,55000,580,0,11,22,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
838,Semi Furnished,1,East,150000.0,50000,650,0,10,18,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
839,Fully Furnished,2,East,200000.0,65000,1000,0,10,14,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
840,Fully Furnished,1,East,100000.0,33000,550,0,2,3,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
841,Fully Furnished,3,South,250000.0,90000,1100,1,9,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
842,Fully Furnished,1,North,100000.0,40000,560,0,3,7,15,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
843,Fully Furnished,3,South-East,250000.0,100000,1036,1,9,14,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
845,Unfurnished,3,East,400000.0,100000,1500,1,4,20,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
846,Fully Furnished,3,South-East,200000.0,92000,1020,1,9,14,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
847,Fully Furnished,3,West,330000.0,165000,1295,1,15,32,13,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
848,Semi Furnished,2,West,200000.0,75000,800,0,12,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
849,Semi Furnished,2,East,350000.0,85000,1000,0,13,17,15,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
850,Unfurnished,2,West,250000.0,75000,1000,1,11,14,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
851,Semi Furnished,3,East,350000.0,115000,1400,0,8,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852,Fully Furnished,2,East,300000.0,105000,1100,1,12,15,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
853,Semi Furnished,2,West,200000.0,52000,600,1,1,7,35,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1
854,Semi Furnished,2,West,200000.0,65000,750,0,14,22,10,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1
855,Fully Furnished,2,East,350000.0,85000,875,0,18,23,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,Fully Furnished,3,West,600000.0,200000,1500,1,24,27,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
858,Semi Furnished,3,North,500000.0,140000,1500,1,9,25,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
859,Fully Furnished,3,West,600000.0,200000,1500,1,15,29,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
860,Unfurnished,2,West,150000.0,70000,700,0,12,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
861,Semi Furnished,3,East,600000.0,175000,1250,1,14,28,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
862,Fully Furnished,5,West,1500000.0,450000,3500,1,15,32,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
863,Fully Furnished,4,East,900000.0,300000,2000,1,23,27,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
864,Semi Furnished,3,East,330000.0,165000,1350,1,10,32,10,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
865,Fully Furnished,2,East,600000.0,120000,1350,0,5,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
866,Semi Furnished,2,North,400000.0,170000,1340,1,10,29,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
867,Fully Furnished,3,East,900000.0,230000,1500,1,5,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
868,Unfurnished,2,East,200000.0,66000,900,0,11,19,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
869,Semi Furnished,4,East,900000.0,150000,1650,1,6,18,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
870,Fully Furnished,2,North,250000.0,80000,1100,1,6,13,13,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
871,Fully Furnished,3,East,600000.0,200000,1100,1,16,29,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
872,Unfurnished,3,East,600000.0,200000,1360,1,28,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
873,Unfurnished,3,East,500000.0,120000,1800,1,29,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874,Unfurnished,4,East,400000.0,130000,1475,0,18,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
875,Fully Furnished,2,East,100000.0,37000,650,0,3,3,8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
876,Fully Furnished,4,West,1800000.0,450000,2600,1,6,15,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
877,Fully Furnished,2,North,500000.0,120000,1050,1,9,18,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
878,Semi Furnished,2,North-East,300000.0,90000,1000,0,5,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
879,Fully Furnished,1,East,100000.0,38500,550,0,2,4,16,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
880,Unfurnished,2,North-East,150000.0,54000,639,1,9,15,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
881,Fully Furnished,3,East,500000.0,200000,1200,1,7,25,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
882,Semi Furnished,5,West,1000000.0,375000,3050,1,7,37,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
883,Fully Furnished,2,North-East,300000.0,79000,1200,1,7,14,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
884,Fully Furnished,2,North-East,200000.0,72000,920,0,9,15,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
885,Fully Furnished,2,North-East,200000.0,63000,900,0,3,10,8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
886,Unfurnished,3,North,300000.0,75000,1300,1,5,22,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
887,Semi Furnished,2,East,250000.0,100000,665,0,4,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
888,Fully Furnished,3,East,700000.0,180000,1360,0,15,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
889,Fully Furnished,4,East,1000000.0,250000,2500,1,7,19,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
890,Semi Furnished,2,North,200000.0,62000,1100,0,5,15,15,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
891,Fully Furnished,2,North-East,150000.0,50000,900,0,2,6,8,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
892,Semi Furnished,2,East,300000.0,81000,855,1,1,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
893,Fully Furnished,4,North-East,400000.0,155000,1990,1,7,18,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
